央视频道,#genre#
甘肃卫视,http://192.168.0.220:4022/udp/239.255.3.103:7916
西藏卫视,http://192.168.0.220:4022/udp/239.255.2.137:8810
新疆卫视,http://192.168.0.220:4022/udp/239.255.2.139:8822
北京卡酷,http://192.168.0.220:4022/rtp/239.255.2.102:8600
金鹰纪实,http://192.168.0.220:4022/rtp/239.255.2.108:8636
金鹰卡通,http://192.168.0.220:4022/rtp/239.255.3.209:10208
嘉佳卡通,http://192.168.0.220:4022/rtp/239.255.3.167:10040
优漫卡通,http://192.168.0.220:4022/rtp/239.255.3.195:10152
爱情喜剧,http://192.168.0.220:4022/rtp/239.255.5.162:20004
黑莓动画,http://192.168.0.220:4022/rtp/239.255.5.163:20008
黑莓电影,http://192.168.0.220:4022/rtp/239.255.5.173:20048
动作电影,http://192.168.0.220:4022/rtp/239.255.5.165:20016
军旅剧场,http://192.168.0.220:4022/rtp/239.255.5.167:20024
家庭剧场,http://192.168.0.220:4022/rtp/239.255.5.168:20028
惊悚悬疑,http://192.168.0.220:4022/rtp/239.255.5.169:20032
武搏世界,http://192.168.0.220:4022/rtp/239.255.5.171:20040
潮妈辣婆,http://192.168.0.220:4022/rtp/239.255.5.183:20088
精品大剧,http://192.168.0.220:4022/rtp/239.255.5.174:20052
中国功夫,http://192.168.0.220:4022/rtp/239.255.5.175:20056
金牌综艺,http://192.168.0.220:4022/rtp/239.255.5.176:20060
军事评论,http://192.168.0.220:4022/rtp/239.255.5.177:20064
欢笑剧场4K,http://192.168.0.220:4022/udp/239.255.3.80:9884
河北移动酒店,#genre#
河北卫视,http://120.211.62.180:8000/hls/19/index.m3u8
河北经济,http://120.211.62.180:8000/hls/20/index.m3u8
河北都市,http://120.211.62.180:8000/hls/21/index.m3u8
河北影视,http://120.211.62.180:8000/hls/22/index.m3u8
河北少儿,http://120.211.62.180:8000/hls/23/index.m3u8
河北文旅,http://120.211.62.180:8000/hls/24/index.m3u8
河北三农,http://120.211.62.180:8000/hls/25/index.m3u8
邢台综合,http://120.211.62.180:8000/hls/27/index.m3u8
城市生活,http://120.211.62.180:8000/hls/29/index.m3u8
CCTV1综合,http://120.211.62.180:8000/hls/1/index.m3u8
CCTV2财经,http://120.211.62.180:8000/hls/2/index.m3u8
CCTV3综艺,http://39.164.138.145:9003/hls/3/index.m3u8
CCTV4国际,http://120.211.62.180:8000/hls/4/index.m3u8
CCTV5体育,rtmp://ayrtsocndali.v.myalicdn.com/ayocnd/aoyuncctv5_2pd
CCTV5+体育,http://120.211.62.180:8000/hls/18/index.m3u8
CCTV6电影,http://183.184.48.4:9003/hls/7/index.m3u8
CCTV7国防军事,http://120.211.62.180:8000/hls/7/index.m3u8
CCTV8电视剧,http://39.164.138.145:9003/hls/8/index.m3u8
CCTV9记录,http://120.211.62.180:8000/hls/9/index.m3u8
CCTV10科教,http://120.211.62.180:8000/hls/10/index.m3u8
CCTV11戏曲,http://120.211.62.180:8000/hls/11/index.m3u8
CCTV12社会与法,http://120.211.62.180:8000/hls/12/index.m3u8
CCTV13新闻,http://120.211.62.180:8000/hls/13/index.m3u8
CCTV14少儿,http://120.211.62.180:8000/hls/14/index.m3u8
CCTV15音乐,http://120.211.62.180:8000/hls/15/index.m3u8
CCTV16奥林匹克,rtmp://ayrtsocndali.v.myalicdn.com/ayocnd/4kcctv16_2pd
CCTV17农业,http://120.211.62.180:8000/hls/17/index.m3u8
湖南卫视,http://120.211.62.180:8000/hls/30/index.m3u8
浙江卫视,http://120.211.62.180:8000/hls/31/index.m3u8
江苏卫视,http://120.211.62.180:8000/hls/32/index.m3u8
安徽卫视,http://120.211.62.180:8000/hls/33/index.m3u8
东南卫视,http://120.211.62.180:8000/hls/34/index.m3u8
北京卫视,http://120.211.62.180:8000/hls/35/index.m3u8
天津卫视,http://120.211.62.180:8000/hls/36/index.m3u8
辽宁卫视,http://120.211.62.180:8000/hls/37/index.m3u8
山东卫视,http://120.211.62.180:8000/hls/38/index.m3u8
湖北卫视,http://113.26.251.182:8009/hls/39/index.m3u8
河南卫视,http://120.211.62.180:8000/hls/40/index.m3u8
四川卫视,http://120.211.62.180:8000/hls/42/index.m3u8
黑龙江卫视,http://120.211.62.180:8000/hls/41/index.m3u8
江西卫视,http://120.211.62.180:8000/hls/43/index.m3u8
贵州卫视,http://120.211.62.180:8000/hls/44/index.m3u8
东方卫视,http://39.164.168.235:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=0&authid=0
重庆卫视,http://39.164.168.235:9901/tsfile/live/1044_1.m3u8?key=txiptv&playlive=0&authid=0

河北电信酒店,#genre#
河北卫视,http://222.223.41.27:8888/hls/16/index.m3u8
经济生活,http://222.223.41.27:8888/hls/17/index.m3u8
河北都市,http://222.223.41.27:8888/hls/18/index.m3u8
河北影视剧,http://222.223.41.27:8888/hls/19/index.m3u8
少儿科教,http://222.223.41.27:8888/hls/20/index.m3u8
文旅公共,http://222.223.41.27:8888/hls/21/index.m3u8
河北三农,http://222.223.41.27:8888/hls/22/index.m3u8
新闻综合,http://222.223.41.27:8888/hls/23/index.m3u8
文化娱乐,http://222.223.41.27:8888/hls/24/index.m3u8

CCTV1,http://222.223.41.27:8888/hls/1/index.m3u8
CCTV2,http://222.223.41.27:8888/hls/2/index.m3u8
CCTV3,http://222.223.41.27:8888/hls/3/index.m3u8
CCTV4,http://222.223.41.27:8888/hls/4/index.m3u8
CCTV5,http://222.223.41.27:8888/hls/5/index.m3u8
CCTV6,http://222.223.41.27:8888/hls/6/index.m3u8
CCTV7,http://222.223.41.27:8888/hls/7/index.m3u8
CCTV8,http://222.223.41.27:8888/hls/8/index.m3u8
CCTV9,http://222.223.41.27:8888/hls/9/index.m3u8
CCTV10,http://222.223.41.27:8888/hls/10/index.m3u8
CCTV11,http://222.223.41.27:8888/hls/11/index.m3u8
CCTV12,http://222.223.41.27:8888/hls/12/index.m3u8
CCTV13,http://222.223.41.27:8888/hls/13/index.m3u8
CCTV14,http://222.223.41.27:8888/hls/14/index.m3u8
CCTV15,http://222.223.41.27:8888/hls/15/index.m3u8

湖南卫视,http://222.223.41.27:8888/hls/27/index.m3u8
浙江卫视,http://222.223.41.27:8888/hls/28/index.m3u8
江苏卫视,http://222.223.41.27:8888/hls/29/index.m3u8
安徽卫视,http://222.223.41.27:8888/hls/30/index.m3u8
北京卫视,http://222.223.41.27:8888/hls/31/index.m3u8
辽宁卫视,http://222.223.41.27:8888/hls/33/index.m3u8
山东卫视,http://222.223.41.27:8888/hls/34/index.m3u8
河南卫视,http://222.223.41.27:8888/hls/36/index.m3u8
四川卫视,http://222.223.41.27:8888/hls/37/index.m3u8
江西卫视,http://222.223.41.27:8888/hls/38/index.m3u8
贵州卫视,http://222.223.41.27:8888/hls/39/index.m3u8
深圳卫视,http://222.223.41.27:8888/hls/40/index.m3u8
湖北卫视,http://222.223.41.27:8888/hls/41/index.m3u8
东方卫视,http://222.223.41.27:8888/hls/42/index.m3u8
重庆卫视,http://222.223.41.27:8888/hls/43/index.m3u8
广东卫视,http://222.223.41.27:8888/hls/45/index.m3u8
广西卫视,http://222.223.41.27:8888/hls/46/index.m3u8
吉林卫视,http://222.223.41.27:8888/hls/47/index.m3u8

河北联通酒店,#genre#
河北经济,http://121.29.90.133:7077/rtp/239.253.92.171:6001
河北都市,http://121.29.90.133:7077/rtp/239.253.92.172:6002
河北公共,http://121.29.90.133:7077/rtp/239.253.92.175:6005
河北少儿,http://121.29.90.133:7077/rtp/239.253.92.174:6004
河北影视,http://121.29.90.133:7077/rtp/239.253.92.173:6003
河北农民,http://121.29.90.133:7077/rtp/239.253.92.176:6006
河北睛彩,http://121.29.90.133:7077/rtp/239.253.92.121:6015
隆尧电视,http://121.29.90.133:7077/rtp/239.253.93.65:6230
梨园频道,http://121.29.90.133:7077/rtp/239.253.93.133:6441
CCTV1,http://121.29.90.133:7077/rtp/239.253.92.83:8012
CCTV2,http://121.29.90.133:7077/rtp/239.253.92.190:6065
CCTV3,http://121.29.90.133:7077/rtp/239.253.92.191:6057
CCTV4,http://121.29.90.133:7077/rtp/239.253.92.251:6141
CCTV5,http://121.29.90.133:7077/rtp/239.253.92.181:6046
CCTV5+,http://121.29.90.133:7077/rtp/239.253.92.82:8013
CCTV6,http://121.29.90.133:7077/rtp/239.253.92.193:6058
CCTV7,http://121.29.90.133:7077/rtp/239.253.92.194:6059
CCTV8,http://121.29.90.133:7077/rtp/239.253.92.195:6060
CCTV9,http://121.29.90.133:7077/rtp/239.253.92.107:6020
CCTV10,http://121.29.90.133:7077/rtp/239.253.92.196:6061
CCTV11,http://121.29.90.133:7077/rtp/239.253.93.153:6321
CCTV12,http://121.29.90.133:7077/rtp/239.253.92.197:6062
CCTV13,http://121.29.90.133:7077/rtp/239.253.92.13:8008
CCTV14,http://121.29.90.133:7077/rtp/239.253.92.198:6063
CCTV15,http://121.29.90.133:7077/rtp/239.253.93.154:6322
CCTV17,http://121.29.90.133:7077/rtp/239.253.93.150:6318
CCTV4K,http://121.29.90.133:7077/rtp/239.253.93.134:6631
湖南卫视,http://121.29.90.133:7077/rtp/239.253.92.84:8015
浙江卫视,http://121.29.90.133:7077/rtp/239.253.92.90:8020
江苏卫视,http://121.29.90.133:7077/rtp/239.253.92.88:8018
安徽卫视,http://121.29.90.133:7077/rtp/239.253.92.209:6566
东南卫视,http://121.29.90.133:7077/rtp/239.253.92.201:6146
北京卫视,http://121.29.90.133:7077/rtp/239.253.92.87:8014
天津卫视,http://121.29.90.133:7077/rtp/239.253.92.91:8021
辽宁卫视,http://121.29.90.133:7077/rtp/239.253.92.115:6056
山东卫视,http://121.29.90.133:7077/rtp/239.253.92.207:8109
河南卫视,http://121.29.90.133:7077/rtp/239.253.92.137:6144
黑龙江卫视,http://121.29.90.133:7077/rtp/239.253.92.85:8016
四川卫视,http://121.29.90.133:7077/rtp/239.253.92.16:6043
江西卫视,http://121.29.90.133:7077/rtp/239.253.92.19:6145
贵州卫视,http://121.29.90.133:7077/rtp/239.253.92.105:6055
深圳卫视,http://121.29.90.133:7077/rtp/239.253.92.86:8017
湖北卫视,http://121.29.90.133:7077/rtp/239.253.92.210:6567
东方卫视,http://121.29.90.133:7077/rtp/239.253.92.89:8019
重庆卫视,http://121.29.90.133:7077/rtp/239.253.92.10:6053
广东卫视,http://121.29.90.133:7077/rtp/239.253.92.206:8108
广西卫视,http://121.29.90.133:7077/rtp/239.253.92.76:8043
吉林卫视,http://121.29.90.133:7077/rtp/239.253.92.202:6147
海南卫视,http://121.29.90.133:7077/rtp/239.253.93.155:6323
卡酷少儿,http://60.0.84.130:9999/rtp/239.253.92.154:6011
金鹰卡通,http://121.29.90.133:7077/rtp/239.253.92.163:8055
嘉佳卡通,http://121.29.90.133:7077/rtp/239.253.93.203:6381
优漫卡通,http://121.29.90.133:7077/rtp/239.253.93.204:6382


河北,#genre#
河北卫视,http://tv.pull.hebtv.com/jishi/weishipindao.m3u8?t=1893427200&k=590149d139a9820d4a4e5c89383199b1
河北经济,http://tv.pull.hebtv.com:80/jishi/jingjishenghuo.m3u8?t=1893427200&k=ad907331c90d847d7e7ae51764d8a09a
河北都市,http://tv.pull.hebtv.com:80/jishi/dushipindao.m3u8?t=1893427200&k=49867ab5d80a7564abaf8ee18868992f
河北影视,http://tv.pull.hebtv.com:80/jishi/yingshijupindao.m3u8?t=1893427200&k=2bbbb53c494c02c044ed8805c541df4e
河北少儿,http://tv.pull.hebtv.com:80/jishi/shaoerkejiao.m3u8?t=1893427200&k=d4a455b288ebbc0f53903f4750372b0f
河北公共,http://tv.pull.hebtv.com:80/jishi/gonggongpindao.m3u8?t=1893427200&k=0b0e2c7cf0820ad8b22ae063511c4104
河北三农,http://tv.pull.hebtv.com:80/jishi/nongminpindao.m3u8?t=1893427200&k=f07ae1d5be12d118d136be90e032bfce
河北卫视高清,http://120.211.62.180:8000/hls/19/index.m3u8
河北经济高清,http://120.211.62.180:8000/hls/20/index.m3u8
河北都市高清,http://120.211.62.180:8000/hls/21/index.m3u8
河北影视高清,http://120.211.62.180:8000/hls/22/index.m3u8
河北少儿高清,http://120.211.62.180:8000/hls/23/index.m3u8
河北文旅高清,http://120.211.62.180:8000/hls/24/index.m3u8
河北三农高清,http://120.211.62.180:8000/hls/25/index.m3u8
睛彩河北,http://liuyaxing.ditang.xyz:8809/rtp/239.253.92.104:6221
隆尧电视,http://liuyaxing.ditang.xyz:8809/rtp/239.253.93.65:6230

河北4K,https://event.pull.hebtv.com:443/live/live101.m3u8
邢台生活,https://jwcdnqx.hebyun.com.cn/live/xtcsshpd/1500k/tzwj_video.m3u8
邢台综合,http://jwplay.hebyun.com.cn/live/xtsrmtzs/1500k/tzwj_video.m3u8
邯郸公共频道,https://jwcdnqx.hebyun.com.cn/live/hdgg/1500k/tzwj_video.m3u8
邯郸科技教育,https://jwcdnqx.hebyun.com.cn/live/hdkj/1500k/tzwj_video.m3u8
昌黎综合,https://jwcdnqx.hebyun.com.cn/live/clzhpd/1500k/tzwj_video.m3u8

河南,#genre#
河南卫视,http://1.94.31.214/php/hntv.php?id=hnws
河南电视剧,http://1.94.31.214/php/hntv.php?id=hndsj
河南都市,http://1.94.31.214/php/hntv.php?id=hnds
河南法治,http://1.94.31.214/php/hntv.php?id=hmfz
河南新闻,http://1.94.31.214/php/hntv.php?id=hnxw
河南公共,http://1.94.31.214/php/hntv.php?id=hngg
河南乡村,http://1.94.31.214/php/hntv.php?id=hnxc
河南国际,http://1.94.31.214/php/hntv.php?id=hngj
