🥬📺央视频道,#genre#
CCTV5+体育赛事,https://iptv.catvod.com/live.php?id=CCTV5%2B
CCTV5+体育赛事,http://23.237.228.134/live5/CCTV5p.m3u8
CCTV5+体育赛事,http://183.215.134.239:19901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+体育赛事,http://www.tszhgjj.cn:7000/rtp/239.253.92.82:8013
CCTV5+体育赛事,http://cssbyd.imwork.net:8082/hls/6/index.m3u8
CCTV5+体育赛事,http://8.138.7.223/tv/mgitv.php?id=29
CCTV5+体育赛事,http://8.138.7.223/tv/mgitv.php?id=28
CCTV5+体育赛事,http://drive.mxmy.net:8888/udp/239.3.1.130:8004
CCTV5+体育赛事,http://8.138.7.223/tv/mgitv.php?id=27
CCTV5+体育赛事,http://120.238.94.10:9901/tsfile/live/1023_1.m3u8
CCTV6电影,http://38.75.136.137:98/gslb/dsdqbv/cctv6hd.m3u8?auth=test20251009
CCTV6电影,http://38.75.136.137:98/gslb/dsdqpub/cctv6hd.m3u8?auth=testpub
CCTV6电影,http://27.41.245.32:801/hls/6/index.m3u8
CCTV6电影,https://iptv.catvod.com/live.php?id=CCTV6
CCTV6电影,http://www.tszhgjj.cn:7000/rtp/239.253.92.193:6058
CCTV6电影,http://222.169.85.8:9901/tsfile/live/0006_1.m3u8
CCTV6电影,http://8.138.7.223/tv/mgitv.php?id=30
CCTV6电影,http://112.27.235.94:8000/hls/7/index.m3u8
CCTV7国防军事,http://38.75.136.137:98/gslb/dsdqbv/cctv7hd.m3u8?auth=test20251009
CCTV7国防军事,http://38.75.136.137:98/gslb/dsdqpub/cctv7hd.m3u8?auth=testpub
CCTV7国防军事,http://23.237.228.134/live5/CCTV7.m3u8
CCTV7国防军事,https://iptv.catvod.com/live.php?id=CCTV7
CCTV7国防军事,http://27.41.245.32:801/hls/7/index.m3u8
CCTV7国防军事,http://8.138.7.223/tv/mgitv.php?id=36
CCTV7国防军事,http://www.tszhgjj.cn:7000/rtp/239.253.92.194:6059
CCTV7国防军事,https://ldocctvwbcdtxy.liveplay.myqcloud.com/ldocctvwbcd/cdrmldcctv7_1_td.m3u8
CCTV8电视剧,http://38.75.136.137:98/gslb/dsdqpub/cctv8hd.m3u8?auth=testpub
CCTV8电视剧,http://38.75.136.137:98/gslb/dsdqbv/cctv8hd.m3u8?auth=test20251009
CCTV8电视剧,https://iptv.catvod.com/live.php?id=CCTV8
CCTV8电视剧,http://112.27.235.94:8000/hls/9/index.m3u8
CCTV8电视剧,http://27.41.245.32:801/hls/8/index.m3u8
CCTV8电视剧,http://drive.mxmy.net:8888/udp/239.3.1.175:8001
CCTV8电视剧,http://222.169.85.8:9901/tsfile/live/0008_1.m3u8
CCTV8电视剧,http://www.tszhgjj.cn:7000/rtp/239.253.92.195:6060
CCTV9纪录,http://38.75.136.137:98/gslb/dsdqbv/cctv9hd.m3u8?auth=test20251009
CCTV9纪录,http://23.237.228.134/live5/CCTV9.m3u8
CCTV9纪录,http://38.75.136.137:98/gslb/dsdqpub/cctv9hd.m3u8?auth=testpub
CCTV9纪录,https://iptv.catvod.com/live.php?id=CCTV9
CCTV9纪录,http://27.41.245.32:801/hls/9/index.m3u8
CCTV9纪录,http://222.169.85.8:9901/tsfile/live/0009_1.m3u8
CCTV9纪录,http://61.156.228.12:8154/tsfile/live/0009_1.m3u8
CCTV9纪录,http://www.tszhgjj.cn:7000/rtp/239.253.92.107:6020
CCTV10科教,http://38.75.136.137:98/gslb/dsdqbv/cctv10hd.m3u8?auth=test20251009
CCTV10科教,http://38.75.136.137:98/gslb/dsdqpub/cctv10hd.m3u8?auth=testpub
CCTV10科教,http://23.237.228.134/live5/CCTV10.m3u8
CCTV10科教,http://112.27.235.94:8000/hls/11/index.m3u8
CCTV10科教,http://27.41.245.32:801/hls/10/index.m3u8
CCTV10科教,https://iptv.catvod.com/live.php?id=CCTV10
CCTV10科教,http://222.169.85.8:9901/tsfile/live/0010_1.m3u8
CCTV10科教,http://www.tszhgjj.cn:7000/rtp/239.253.92.196:6061
CCTV11戏曲,http://69.30.246.194/live/cctv11.m3u8
CCTV11戏曲,http://38.75.136.137:98/gslb/dsdqbv/cctv11hd.m3u8?auth=test20251009
CCTV11戏曲,http://38.75.136.137:98/gslb/dsdqpub/cctv11hd.m3u8?auth=testpub
CCTV11戏曲,https://iptv.catvod.com/live.php?id=CCTV11
CCTV11戏曲,http://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/chunklist_w744036192_b1000000.m3u8
CCTV11戏曲,http://drive.mxmy.net:8888/udp/239.3.1.152:8120
CCTV11戏曲,http://222.169.85.8:9901/tsfile/live/0011_1.m3u8
CCTV11戏曲,http://www.tszhgjj.cn:7000/rtp/239.253.93.153:6321
CCTV12社会与法,http://69.30.246.194/live/cctv12.m3u8
CCTV12社会与法,http://38.75.136.137:98/gslb/dsdqbv/cctv12hd.m3u8?auth=test20251009
CCTV12社会与法,http://38.75.136.137:98/gslb/dsdqpub/cctv12hd.m3u8?auth=testpub
CCTV12社会与法,http://23.237.228.134/live3/CCTV12.m3u8
CCTV12社会与法,https://iptv.catvod.com/live.php?id=CCTV12
CCTV12社会与法,http://www.tszhgjj.cn:7000/rtp/239.253.92.197:6062
CCTV12社会与法,http://111.221.137.234:44330/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV12社会与法,http://61.156.228.12:8154/tsfile/live/0012_1.m3u8
CCTV13新闻,http://38.75.136.137:98/gslb/dsdqbv/cctv13hd.m3u8?auth=test20251009
CCTV13新闻,http://38.75.136.137:98/gslb/dsdqpub/cctv13hd.m3u8?auth=testpub
CCTV13新闻,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8
CCTV13新闻,https://iptv.catvod.com/live.php?id=CCTV13
CCTV13新闻,http://183.215.134.239:19901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13新闻,http://www.tszhgjj.cn:7000/rtp/239.253.92.13:8008
CCTV13新闻,http://61.156.228.12:8154/tsfile/live/0013_1.m3u8
CCTV13新闻,http://222.169.85.8:9901/tsfile/live/0013_1.m3u8
CCTV14少儿,http://69.30.246.194/live/cctv14.m3u8
CCTV14少儿,http://38.75.136.137:98/gslb/dsdqbv/cctv14hd.m3u8?auth=test20251009
CCTV14少儿,http://38.75.136.137:98/gslb/dsdqpub/cctv14hd.m3u8?auth=testpub
CCTV14少儿,http://23.237.228.134/live3/CCTV14.m3u8
CCTV14少儿,https://iptv.catvod.com/live.php?id=CCTV14
CCTV14少儿,http://drive.mxmy.net:8888/udp/239.3.1.65:8132
CCTV14少儿,http://27.41.245.32:801/hls/14/index.m3u8
CCTV14少儿,http://www.tszhgjj.cn:7000/rtp/239.253.92.198:6063
CCTV15音乐,http://69.30.246.194/live/cctv15.m3u8
CCTV15音乐,http://38.75.136.137:98/gslb/dsdqpub/cctv15hd.m3u8?auth=testpub
CCTV15音乐,http://38.75.136.137:98/gslb/dsdqbv/cctv15hd.m3u8?auth=test20251009
CCTV15音乐,http://23.237.228.134/live3/CCTV15.m3u8
CCTV15音乐,http://8.138.7.223/tv/mgitv.php?id=76
CCTV15音乐,http://tvlist.top/jd/index.php?id=cctv15&qt=183.224.122.114:8014
CCTV15音乐,https://iptv.catvod.com/live.php?id=CCTV15
CCTV15音乐,http://www.tszhgjj.cn:7000/rtp/239.253.93.154:6322
CCTV16奥林匹克,http://69.30.246.194/live/cctv16.m3u8
CCTV16奥林匹克,https://iptv.catvod.com/live.php?id=CCTV16
CCTV16奥林匹克,http://38.75.136.137:98/gslb/dsdqbv/cctv16hd.m3u8?auth=test20251009
CCTV16奥林匹克,http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub
CCTV16奥林匹克,http://tvlist.top/jd/index.php?id=cctv16&qt=183.224.122.114:8014
CCTV16奥林匹克,http://39.152.103.17:8089/tsfile/live/1015_1.m3u8
CCTV16奥林匹克,http://drive.mxmy.net:8888/udp/239.3.1.184:8001
CCTV16奥林匹克,http://home.yulei.online:9999/rtp/226.0.2.169:9264
CCTV17农业农村,http://38.75.136.137:98/gslb/dsdqpub/cctv17hd.m3u8?auth=testpub
CCTV17农业农村,https://iptv.catvod.com/live.php?id=CCTV17
CCTV17农业农村,http://23.237.228.134/live3/CCTV17.m3u8
CCTV17农业农村,http://38.75.136.137:98/gslb/dsdqbv/cctv17hd.m3u8?auth=test20251009
CCTV17农业农村,http://222.169.85.8:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17农业农村,http://www.tszhgjj.cn:7000/rtp/239.253.93.150:6318
CCTV17农业农村,http://61.156.228.12:8154/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17农业农村,http://222.169.85.8:9901/tsfile/live/0007_1.m3u8
CCTV1综合,http://119.91.7.169:2026/ysws.php?id=CCTV1
CCTV1综合,http://112.27.235.94:8000/hls/1/index.m3u8
CCTV1综合,http://146.56.248.47:1366/SuanFaZhibo2026/live8/miguVIP.php?id=608807420
CCTV2财经,http://119.91.7.169:2026/ysws.php?id=CCTV2
CCTV2财经,http://112.27.235.94:8000/hls/2/index.m3u8
CCTV3综艺,http://119.91.7.169:2026/ysws.php?id=CCTV3
CCTV3综艺,http://117.36.76.86:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3综艺,http://8.138.7.223/tv/mgitv.php?id=14
CCTV4中文国际,http://119.91.7.169:2026/ysws.php?id=CCTV4
CCTV4中文国际,http://146.56.248.47:1366/SuanFaZhibo2026/live8/miguVIP.php?id=631780421
CCTV5体育,http://119.91.7.169:2026/ysws.php?id=CCTV5
CCTV5体育,http://112.27.235.94:8000/hls/5/index.m3u8
CCTV5+体育赛事,http://119.91.7.169:2026/ysws.php?id=CCTV5p
CCTV5+体育赛事,http://38.75.136.137:98/gslb/dsdqbv/cctv5p.m3u8?auth=test20251009
CCTV5+体育赛事,http://112.27.235.94:8000/hls/6/index.m3u8
CCTV5+体育赛事,http://146.56.248.47:1366/SuanFaZhibo2026/live8/miguVIP.php?id=641886773
CCTV6电影,http://119.91.7.169:2026/ysws.php?id=CCTV6
CCTV6电影,http://146.56.248.47:1366/SuanFaZhibo2026/live8/miguVIP.php?id=624878396
CCTV7国防军事,http://119.91.7.169:2026/ysws.php?id=CCTV7
CCTV7国防军事,http://146.56.248.47:1366/SuanFaZhibo2026/live8/miguVIP.php?id=673168121
CCTV7国防军事,http://112.27.235.94:8000/hls/8/index.m3u8
CCTV8电视剧,http://119.91.7.169:2026/ysws.php?id=CCTV8
CCTV8电视剧,http://146.56.248.47:1366/SuanFaZhibo2026/live8/miguVIP.php?id=624878356
CCTV9纪录,http://119.91.7.169:2026/ysws.php?id=CCTV9
CCTV9纪录,http://112.27.235.94:8000/hls/10/index.m3u8
CCTV9纪录,http://146.56.248.47:1366/SuanFaZhibo2026/live8/miguVIP.php?id=673168140
CCTV10科教,http://119.91.7.169:2026/ysws.php?id=CCTV10
CCTV10科教,http://146.56.248.47:1366/SuanFaZhibo2026/live8/miguVIP.php?id=624878405
CCTV11戏曲,http://119.91.7.169:2026/ysws.php?id=CCTV11
CCTV11戏曲,http://112.27.235.94:8000/hls/12/index.m3u8
CCTV11戏曲,http://146.56.248.47:1366/SuanFaZhibo2026/live8/miguVIP.php?id=667987558
CCTV12社会与法,http://119.91.7.169:2026/ysws.php?id=CCTV12
CCTV12社会与法,http://146.56.248.47:1366/SuanFaZhibo2026/live8/miguVIP.php?id=673168185
CCTV12社会与法,http://112.27.235.94:8000/hls/13/index.m3u8
CCTV13新闻,http://119.91.7.169:2026/ysws.php?id=CCTV13
CCTV13新闻,http://146.56.248.47:1366/SuanFaZhibo2026/live8/miguVIP.php?id=608807423
CCTV13新闻,http://112.27.235.94:8000/hls/14/index.m3u8
CCTV14少儿,http://119.91.7.169:2026/ysws.php?id=CCTV14
CCTV14少儿,http://146.56.248.47:1366/SuanFaZhibo2026/live8/miguVIP.php?id=624878440
CCTV15音乐,http://119.91.7.169:2026/ysws.php?id=CCTV15
CCTV15音乐,http://146.56.248.47:1366/SuanFaZhibo2026/live8/miguVIP.php?id=673168223
CCTV15音乐,http://112.27.235.94:8000/hls/16/index.m3u8
CCTV16奥林匹克,http://119.91.7.169:2026/ysws.php?id=CCTV16
CCTV16奥林匹克,http://8.138.7.223/tv/mgitv.php?id=78
CCTV17农业农村,http://119.91.7.169:2026/ysws.php?id=CCTV17
CCTV17农业农村,http://146.56.248.47:1366/SuanFaZhibo2026/live8/miguVIP.php?id=673168256
CCTV17农业农村,http://drive.mxmy.net:8888/udp/239.3.1.151:8144

🥬💰央视付费,#genre#
CCTV4欧洲,http://go.bkpcp.top/mg/cctv4o
CCTV4美洲,http://go.bkpcp.top/mg/cctv4m
CGTN法语,http://go.bkpcp.top/mg/cgtnf
CGTN西语,http://go.bkpcp.top/mg/cgtne
CGTN阿语,http://go.bkpcp.top/mg/cgtna
CETV1综合教育,http://112.254.55.106:22222/rtp/239.253.254.110:8000
CETV1综合教育,https://migu.188766.xyz/?migutoken=3a98303e29d887a72722cea95b06e998&id=CETV1&type=yy
CETV1综合教育,https://migu.188766.xyz/?migutoken=36ef7f6bca62cec9abdcde133fce0012&id=CETV1&type=yy
CETV1综合教育,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
CETV1综合教育,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226494/1.m3u8
CETV1综合教育,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226673/1.m3u8
CETV1综合教育,https://migu.188766.xyz/?migutoken=a55dadc35d37e3e168faf8268cc6fa97&id=CETV1&type=yy
CETV1综合教育,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227190/index.m3u8
CETV1综合教育,http://[2409:8087:1a0a:df::4031]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
CETV2空中课堂,https://migu.188766.xyz/?migutoken=040ac71bd6538c2707efaf601844b84c&id=CETV2&type=yy
CETV2空中课堂,http://gslbmgsplive.miguvideo.com/migu/kailu/cetv2/50/20240709/index.m3u8?msisdn=20250903090033bf55eab2bb984fe0b4ac863e60d28ac6&mdspid=&spid=699004&netType=0&sid=5910022152&pid=2028597139&timestamp=20250903090033&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=923287211&ParentNodeID=-99&assertID=5910022152&client_ip=106.13.250.83&SecurityKey=20250903090033&promotionId=&mvid=5900006638&mcid=500020&playurlVersion=WX-A1-8.8.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=ebfbdc6c83654112720d2b5599373223&ddCalcu=3e2bv2fa3ba7da3c969c5853b625d4012172&sv=10004&ct=android
CETV2空中课堂,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
CETV2空中课堂,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226537/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E7AxXs4eTU2oiWrhopr9sHw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNxsM0Bor098BJglrhfEQTl%2CEND
CETV2空中课堂,http://[2409:8087:1a0a:df::4031]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
CETV2空中课堂,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226537/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E7AxXs4eTU2oiWrhopr9sHw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNxsM0Bor098BJglrhfEQTl%2CEND
CETV2空中课堂,http://[2409:8087:1a0b:df::4013]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226425/index.m3u8
CETV2空中课堂,http://[2409:8087:74d6:22::7]:6410/270000001128/9900000071/index.m3u8?
CETV2空中课堂,https://migu.188766.xyz/?migutoken=933375f10f59db6fe40d9315edf498e2&id=CETV2&type=yy
CETV3教育服务,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226722/1.m3u8
CETV3教育服务,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001309/index.m3u8
CETV3教育服务,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226577/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EhE2Z89HKgsQOlN9opVn1iw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNN03yUnk4zBVk1bynPPL3hZ%2CEND
CETV3教育服务,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227352/index.m3u8
CETV3教育服务,http://ott.mobaibox.com/PLTV/3/224/3221227018/index.m3u8
CETV3教育服务,http://iptv.666230.xyz/iptv/jsyd.php/G_CETV-3
CETV3教育服务,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001309/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CETV4职业教育,http://112.254.55.106:22222/rtp/239.253.254.116:8000
CETV4职业教育,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226724/1.m3u8
CETV4职业教育,https://migu.188766.xyz/?migutoken=5c8ba41dfa4ffee0c48e0bfe6926afd4&id=CETV4&type=yy
CETV4职业教育,https://migu.188766.xyz/?migutoken=8d4526a960b7bdd7a85faa29d1cc9e03&id=CETV4&type=yy
CETV4职业教育,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
CETV4职业教育,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226997/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EAw_OvjRgJVjtlaOa0dcgzg%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CETV4职业教育,https://migu.188766.xyz/?migutoken=d5d19d868e1df41e984866fc7ca15071&id=CETV4&type=yy
CETV4职业教育,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227331/index.m3u8
CETV4职业教育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
CETV早期教育,https://hls-gateway.vpstv.net/streams/708970.m3u8
CCTV4K,https://iptv.catvod.com/live.php?id=CCTV4K
CCTV4K,http://www.tszhgjj.cn:7000/rtp/239.253.93.134:6631
CCTV4K,http://kictoc.top:7000/rtp/239.253.93.134:6631
CCTV8K,https://iptv.catvod.com/live.php?id=CCTV8K
CCTV文化精品,http://38.75.136.137:98/gslb/dsdqpub/ysjp.m3u8?auth=testpub
CCTV文化精品,https://hls-gateway.vpstv.net/streams/708832.m3u8
CCTV文化精品,http://iptv.666230.xyz/iptv/jsyd.php/G_CCTV-WENHUA-CQ
CCTV文化精品,http://www.qfly9236.cn:8888/rtp/239.253.92.25:6104
CCTV文化精品,http://[2409:8087:7001:20:2::3]/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226981/index.m3u8
CCTV风云足球,http://38.75.136.137:98/gslb/dsdqpub/fyzq.m3u8?auth=testpub
CCTV风云足球,http://27.41.245.32:801/hls/906/index.m3u8
CCTV风云足球,http://111.61.236.247:9081/hls/58/index.m3u8
CCTV风云足球,http://www.bg3nit.top:9999/rtp/239.253.92.110:8061
CCTV风云足球,http://dassby.qqff.top:99/live/风云足球/index.m3u8
CCTV风云足球,http://120.76.248.139/live/bfgd/4200000225.m3u8
CCTV风云足球,https://epg.pw/stream/ac8062ec9484078061d3bef507c15a423ac57ae4144e3fcc4b0a198dd420f911.m3u8
CCTV风云足球,http://[2409:8087:7001:20:2::3]/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226984/index.m3u8
CCTV风云足球,https://live.goodiptv.club/api/yqgd.php?id=fyzq
CCTV央视台球,http://38.75.136.137:98/gslb/dsdqpub/ystq.m3u8?auth=testpub
CCTV央视台球,https://hls-gateway.vpstv.net/streams/708855.m3u8
CCTV央视台球,https://epg.pw/stream/25677ac2e8c1f7c3dd6359c43eb5f0f54efb3f5c11f9dda18d01b3e0308ed017.m3u8
CCTV央视台球,https://epg.pw/stream/ca9c1cd4b97fb824cedd7fedfd0c7a950afdd7f00751cfbb7c2d89831d7746a5.m3u8
CCTV央视台球,http://www.qfly9236.cn:8888/rtp/239.253.93.231:6409
CCTV央视台球,http://[2409:8087:7001:20:2::3]/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226956/index.m3u8
CCTV高尔夫网球,http://38.75.136.137:98/gslb/dsdqpub/gefwq.m3u8?auth=testpub
CCTV高尔夫网球,https://hls-gateway.vpstv.net/streams/708857.m3u8
CCTV高尔夫网球,http://iptv.666230.xyz/iptv/jsyd.php/G_CCTV-GOLF-CQ
CCTV高尔夫网球,http://[2409:8087:7001:20:2::3]/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226978/index.m3u8
CCTV风云音乐,http://38.75.136.137:98/gslb/dsdqpub/fyyy.m3u8?auth=testpub
CCTV风云音乐,http://171.83.103.119:9999/rtp/239.69.1.90:10180
CCTV风云音乐,http://120.238.94.10:9901/tsfile/live/1089_1.m3u8
CCTV风云音乐,http://hmfs.f3322.net:3388/hls/29/index.m3u8
CCTV风云音乐,https://hls-gateway.vpstv.net/streams/708858.m3u8
CCTV风云音乐,http://iptv.666230.xyz/iptv/jsyd.php/G_FENGYUNYY-CQ
CCTV风云音乐,http://[2409:8087:7001:20:2::3]/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226953/index.m3u8
CCTV第一剧场,http://38.75.136.137:98/gslb/dsdqpub/dyjc.m3u8?auth=testpub
CCTV第一剧场,http://171.83.103.119:9999/rtp/239.69.1.74:10084
CCTV第一剧场,http://61.184.46.85:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV第一剧场,http://hmfs.f3322.net:3388/hls/21/index.m3u8
CCTV第一剧场,http://dassby.qqff.top:99/live/第一剧场/index.m3u8
CCTV第一剧场,https://epg.pw/stream/6d7bf281e3d739806a73f5373acaa6e01988ec9739f5ac1355ce54b47a928472.m3u8
CCTV第一剧场,https://hls-gateway.vpstv.net/streams/708862.m3u8
CCTV第一剧场,http://tl.061833.xyz/tl/null-6
CCTV第一剧场,https://100.061833.xyz/stream/mytv/null-6/stream.m3u8?uid=2190244325&u=hahayy&p=29624e2e4c4ccee26ed8f3e0ca1012ea57a8f2191be6149f632250f7036119cc
CCTV风云剧场,http://38.75.136.137:98/gslb/dsdqpub/fyjc.m3u8?auth=testpub
CCTV风云剧场,http://120.238.94.10:9901/tsfile/live/1090_1.m3u8
CCTV风云剧场,https://hls-gateway.vpstv.net/streams/708861.m3u8
CCTV风云剧场,http://iptv.666230.xyz/iptv/jsyd.php/G_FENGYUNJC-CQ
CCTV风云剧场,http://[2409:8087:7001:20:2::3]/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226950/index.m3u8
CCTV怀旧剧场,http://38.75.136.137:98/gslb/dsdqpub/hjjc.m3u8?auth=testpub
