🕘️更新时间,#genre#
CCTV10科教,http://go.bkpcp.top/mg/cctv10
CCTV10科教,http://go.061899.xyz:80/mg/cctv10
CCTV10科教,http://43.156.8.127:5050/ysp?id=2024078701&pid=600001805&q=fhd
CCTV10科教,http://38.75.136.137:98/gslb/dsdqbv/cctv10hd.m3u8?auth=test20251009
CCTV10科教,http://38.75.136.137:98/gslb/dsdqpub/cctv10hd.m3u8?auth=testpub
CCTV10科教,http://kouki.pro:8888/rtp/239.49.8.54:9818?
CCTV10科教,http://146.56.248.47:1366/SuanFaZhibo2026/live8/miguVIP.php?id=624878405
CCTV10科教,http://113.118.133.195:9999/rtp/239.77.1.113:5146
CCTV10科教,http://113.118.133.195:9999/rtp/239.77.0.134:5146
CCTV10科教,http://43.251.226.89:8080/play/11.m3u8
CCTV10科教,http://home.ruibang.ltd:8095/rtp/239.49.8.54:9818?
CCTV10科教,http://113.26.251.182:8009/hls/10/index.m3u8
CCTV10科教,http://120.202.94.181:9446/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV10科教,http://27.41.245.32:801/hls/10/index.m3u8
CCTV10科教,http://113.118.133.195:9999/rtp/239.77.0.39:5146
CCTV11戏曲,http://go.bkpcp.top/mg/cctv11
CCTV11戏曲,http://go.061899.xyz:80/mg/cctv11
CCTV11戏曲,http://43.156.8.127:5050/ysp?id=2027248701&pid=600001806&q=fhd
CCTV11戏曲,http://38.75.136.137:98/gslb/dsdqbv/cctv11hd.m3u8?auth=test20251009
CCTV11戏曲,http://69.30.246.194/live/cctv11.m3u8
CCTV11戏曲,http://38.75.136.137:98/gslb/dsdqpub/cctv11hd.m3u8?auth=testpub
CCTV11戏曲,http://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/chunklist_w744036192_b1000000.m3u8
CCTV11戏曲,http://113.118.133.195:9999/rtp/239.77.1.108:5146
CCTV11戏曲,http://43.251.226.89:8080/play/12.m3u8
CCTV11戏曲,http://146.56.248.47:1366/SuanFaZhibo2026/live8/miguVIP.php?id=667987558
CCTV11戏曲,http://1.31.14.70:54321/hls/16/index.m3u8
CCTV11戏曲,http://222.214.208.34:59901/tsfile/live/0011_1.m3u8
CCTV11戏曲,http://113.26.251.182:8009/hls/11/index.m3u8
CCTV11戏曲,http://120.202.94.181:9446/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV11戏曲,http://113.118.133.195:9999/rtp/239.77.1.238:5146
CCTV12社会与法,http://go.bkpcp.top/mg/cctv12
CCTV12社会与法,http://go.061899.xyz:80/mg/cctv12
CCTV12社会与法,http://38.75.136.137:98/gslb/dsdqbv/cctv12hd.m3u8?auth=test20251009
CCTV12社会与法,http://43.156.8.127:5050/ysp?id=2027248801&pid=600001807&q=fhd
CCTV12社会与法,http://69.30.246.194/live/cctv12.m3u8
CCTV12社会与法,http://38.75.136.137:98/gslb/dsdqpub/cctv12hd.m3u8?auth=testpub
CCTV12社会与法,http://kouki.pro:8888/rtp/239.49.8.55:9822?
CCTV12社会与法,http://43.251.226.89:8080/play/13.m3u8
CCTV12社会与法,http://146.56.248.47:1366/SuanFaZhibo2026/live8/miguVIP.php?id=673168185
CCTV12社会与法,http://222.214.208.34:59901/tsfile/live/0012_1.m3u8
CCTV12社会与法,http://113.118.133.195:9999/rtp/239.77.1.109:5146
CCTV12社会与法,http://1.31.14.70:54321/hls/12/index.m3u8
CCTV12社会与法,http://113.118.133.195:9999/rtp/239.77.0.136:5146
CCTV12社会与法,http://home.ruibang.ltd:8095/rtp/239.49.8.55:9822?
CCTV12社会与法,http://113.118.133.195:9999/rtp/239.77.0.41:5146
CCTV13新闻,http://go.bkpcp.top/mg/cctv13
CCTV13新闻,http://go.061899.xyz:80/mg/cctv13
CCTV13新闻,http://38.75.136.137:98/gslb/dsdqbv/cctv13hd.m3u8?auth=test20251009
CCTV13新闻,http://iptv.4666888.xyz/iptv2A.php?id=11
CCTV13新闻,http://38.75.136.137:98/gslb/dsdqpub/cctv13hd.m3u8?auth=testpub
CCTV13新闻,http://113.118.133.195:9999/rtp/239.253.43.196:5146
CCTV13新闻,http://1.31.14.70:54321/hls/19/index.m3u8
CCTV13新闻,http://146.56.248.47:1366/SuanFaZhibo2026/live8/miguVIP.php?id=608807423
CCTV13新闻,http://113.118.133.195:9999/rtp/239.77.0.188:5146
CCTV13新闻,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8
CCTV13新闻,http://183.215.134.239:19901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13新闻,http://113.26.251.182:8009/hls/13/index.m3u8
CCTV13新闻,http://43.251.226.89:8080/play/14.m3u8
CCTV13新闻,http://120.202.94.181:9446/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV13新闻,http://39.152.103.17:8089/tsfile/live/1012_1.m3u8
CCTV14少儿,http://go.bkpcp.top/mg/cctv14
CCTV14少儿,http://go.061899.xyz:80/mg/cctv14
CCTV14少儿,http://43.156.8.127:5050/ysp?id=2027248901&pid=600001809&q=fhd
CCTV14少儿,http://69.30.246.194/live/cctv14.m3u8
CCTV14少儿,http://38.75.136.137:98/gslb/dsdqbv/cctv14hd.m3u8?auth=test20251009
CCTV14少儿,http://38.75.136.137:98/gslb/dsdqpub/cctv14hd.m3u8?auth=testpub
CCTV14少儿,http://iptv.4666888.xyz/iptv2A.php?id=12
CCTV14少儿,http://113.118.133.195:9999/rtp/239.77.1.161:5146
CCTV14少儿,http://146.56.248.47:1366/SuanFaZhibo2026/live8/miguVIP.php?id=624878440
CCTV14少儿,http://43.251.226.89:8080/play/15.m3u8
CCTV14少儿,http://kouki.pro:8888/rtp/239.49.8.56:9826?
CCTV14少儿,http://113.118.133.195:9999/rtp/239.77.0.133:5146
CCTV14少儿,http://222.169.85.8:9901/tsfile/live/0014_1.m3u8
CCTV14少儿,http://222.214.208.34:59901/tsfile/live/0014_1.m3u8
CCTV14少儿,http://27.41.245.32:801/hls/14/index.m3u8
CCTV15音乐,http://go.bkpcp.top/mg/cctv15
CCTV15音乐,http://go.061899.xyz:80/mg/cctv15
CCTV15音乐,http://38.75.136.137:98/gslb/dsdqbv/cctv15hd.m3u8?auth=test20251009
CCTV15音乐,http://43.156.8.127:5050/ysp?id=2027249001&pid=600001815&q=fhd
CCTV15音乐,http://69.30.246.194/live/cctv15.m3u8
CCTV15音乐,http://38.75.136.137:98/gslb/dsdqpub/cctv15hd.m3u8?auth=testpub
CCTV15音乐,http://146.56.248.47:1366/SuanFaZhibo2026/live8/miguVIP.php?id=673168223
CCTV15音乐,http://113.118.133.195:9999/rtp/239.77.1.239:5146
CCTV15音乐,http://113.118.133.195:9999/rtp/239.77.1.120:5146
CCTV15音乐,http://43.251.226.89:8080/play/16.m3u8
CCTV15音乐,http://222.214.208.34:59901/tsfile/live/0015_1.m3u8
CCTV15音乐,http://drive.mxmy.net:8888/udp/239.3.1.153:8136
CCTV15音乐,http://153.0.171.163:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15音乐,http://120.202.94.181:9446/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV15音乐,http://kouki.pro:8888/rtp/239.49.1.15:6000?
CCTV16奥林匹克,http://go.bkpcp.top/mg/cctv16
CCTV16奥林匹克,http://go.061899.xyz:80/mg/cctv16
CCTV16奥林匹克,http://69.197.146.138:82/live/cctv16.m3u8?jsbt=1760967373&jsbk=66c5c68a5342c6e3855ee213be777df7
CCTV16奥林匹克,http://69.30.246.194/live/cctv16.m3u8
CCTV16奥林匹克,http://74.91.26.218:82/live/cctv16hd.m3u8
CCTV16奥林匹克,http://38.75.136.137:98/gslb/dsdqbv/cctv16hd.m3u8?auth=test20251009
CCTV16奥林匹克,http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub
CCTV16奥林匹克,http://39.152.103.17:8089/tsfile/live/1015_1.m3u8
CCTV16奥林匹克,http://home.yulei.online:9999/rtp/226.0.2.169:9264
CCTV16奥林匹克,http://joyznm.i234.me:20000/rtp/239.3.1.184:8001?
CCTV16奥林匹克,http://36.36.200.196:44330/tsfile/live/0017_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV16奥林匹克,http://drive.mxmy.net:8888/udp/239.3.1.184:8001
CCTV16奥林匹克,http://114.241.91.20:4022/rtp/239.3.1.184:8001
CCTV16奥林匹克,http://gmxw.7766.org:808/hls/169/index.m3u8
CCTV16奥林匹克,http://183.11.239.36:808/hls/169/index.m3u8
CCTV17农业农村,http://go.bkpcp.top/mg/cctv17
CCTV17农业农村,http://go.061899.xyz:80/mg/cctv17
CCTV17农业农村,http://38.75.136.137:98/gslb/dsdqbv/cctv17hd.m3u8?auth=test20251009
CCTV17农业农村,http://43.156.8.127:5050/ysp?id=2027249401&pid=600001810&q=fhd
CCTV17农业农村,http://38.75.136.137:98/gslb/dsdqpub/cctv17hd.m3u8?auth=testpub
CCTV17农业农村,http://kouki.pro:8888/rtp/239.49.8.52:9810?
CCTV17农业农村,http://113.118.133.195:9999/rtp/239.77.1.121:5146
CCTV17农业农村,http://113.118.133.195:9999/rtp/239.77.0.198:5146
CCTV17农业农村,http://146.56.248.47:1366/SuanFaZhibo2026/live8/miguVIP.php?id=673168256
CCTV17农业农村,http://113.26.251.182:8009/hls/17/index.m3u8
CCTV17农业农村,http://43.251.226.89:8080/play/17.m3u8
CCTV17农业农村,http://home.ruibang.ltd:8095/rtp/239.49.8.52:9810?
CCTV17农业农村,http://113.118.133.195:9999/rtp/239.77.0.115:5146
CCTV17农业农村,http://drive.mxmy.net:8888/udp/239.3.1.151:8144
CCTV17农业农村,http://joyznm.i234.me:20000/rtp/239.3.1.151:8144?

💰央视付费,#genre#
CCTV4欧洲,http://go.bkpcp.top/mg/cctv4o
CCTV4欧洲,http://113.118.133.195:9999/rtp/239.253.43.120:5146
CCTV4欧洲,http://dsl1.oni2023.uk:8888/udp/239.253.43.120:5146
CCTV4欧洲,http://114.241.91.20:4022/rtp/239.3.1.213:4220
CCTV4美洲,http://go.bkpcp.top/mg/cctv4m
CCTV4美洲,http://go.bkpcp.top/mg/cctv4a
CCTV4美洲,http://dsl1.oni2023.uk:8888/udp/239.253.43.121:5146
CCTV4美洲,http://baota.guangyuan.site:8188/udp/239.253.43.121:5146
CCTV4美洲,http://113.118.133.195:9999/rtp/239.253.43.121:5146
CCTV4美洲,http://114.241.91.20:4022/rtp/239.3.1.214:4220
老故事,http://go.bkpcp.top/mg/lgs
老故事,http://113.118.133.195:9999/rtp/239.77.1.197:5146
老故事,http://113.118.133.195:9999/rtp/239.77.0.220:5146
老故事,http://120.76.248.139/live/bfgd/4200000166.m3u8
中学生,http://go.bkpcp.top/mg/zxs
中学生,http://113.118.133.195:9999/rtp/239.77.1.195:5146
中学生,https://hd.ijycnd.com/play/QbYvjZAd/index.m3u8
中学生,https://hd.ijycnd.com/play/xe763gAd/index.m3u8
发现之旅,http://go.bkpcp.top/mg/fxzl
发现之旅,https://hd.ijycnd.com/play/Qe1YyxRe/index.m3u8
发现之旅,http://113.118.133.195:9999/rtp/239.253.43.127:5146
发现之旅,http://113.118.133.195:9999/rtp/239.77.1.112:5146
发现之旅,http://120.76.248.139/live/bfgd/4200000151.m3u8
CGTN英语,http://go.bkpcp.top/mg/cgtn
CGTN英语,https://english-livebkali.cgtn.com/live/encgtn_0.m3u8
CGTN英语,http://113.118.133.195:9999/rtp/239.77.0.199:5146
CGTN英语,http://114.241.91.20:4022/rtp/239.3.1.215:4220
CGTN英语,http://113.118.133.195:9999/rtp/239.77.0.45:5146
CGTN英语,http://113.118.133.195:9999/rtp/239.77.1.27:5146
CGTN英语,https://play.kankanlive.com/live/1698423645566913.m3u8
CGTN英语,http://112.27.235.94:8000/hls/17/index.m3u8
CGTN英语,http://120.211.62.180:8000/hls/16/index.m3u8
CGTN英语,http://111.221.137.155:44330/tsfile/live/1012_1.m3u8?key=txiptv
CGTN英语,http://120.76.248.139/live/bfgd/4200000134.m3u8
CGTN英语,http://58.57.40.22:9901/tsfile/live/1064_1.m3u8
CGTN纪录,http://go.bkpcp.top/mg/cgtnjl
CGTN纪录,https://english-livebkali.cgtn.com/live/doccgtn.m3u8
CGTN纪录,https://english-livebkali.cgtn.com/live/doccgtn_0.m3u8
CGTN纪录,http://113.118.133.195:9999/rtp/239.253.43.122:5146
CGTN纪录,http://114.241.91.20:4022/rtp/239.3.1.216:4220
CGTN俄语,http://go.bkpcp.top/mg/cgtnr
CGTN俄语,http://russian-livews.cgtn.com/hls/LSvexABhNipibK5KRuUkvHZ7220802LSTeze9o8tdFXMHsb1VosgoT220802cd.m3u8
CGTN俄语,https://russian-livews.CGTN.com/hls/LSvexABhNipibK5KRuUkvHZ7220802LSTeze9o8tdFXMHsb1VosgoT220802cd/playlist.m3u8
CGTN俄语,http://114.241.91.20:4022/rtp/239.3.1.220:4220
CGTN俄语,http://113.118.133.195:9999/rtp/239.253.43.201:5146
CGTN法语,http://go.bkpcp.top/mg/cgtnf
CGTN法语,https://francais-livews.CGTN.com/hls/LSvev95OuFZtKLc6CeKEFYXj220802LSTeV6PO0Ut9r71Uq3k5goCA220802cd/playlist.m3u8
CGTN法语,http://espanol-liveali.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd.m3u8
CGTN法语,http://113.118.133.195:9999/rtp/239.77.0.228:5146
CGTN法语,http://114.241.91.20:4022/rtp/239.3.1.218:4220
CGTN法语,http://120.76.248.139/live/bfgd/4200000307.m3u8
CGTN西语,http://go.bkpcp.top/mg/cgtne
CGTN西语,https://espanol-liveali.CGTN.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd/playlist.m3u8
CGTN西语,http://114.241.91.20:4022/rtp/239.3.1.217:4220
CGTN西语,http://113.118.133.195:9999/rtp/239.77.0.221:5146
CGTN西语,http://120.76.248.139/live/bfgd/4200000306.m3u8
CGTN阿语,http://go.bkpcp.top/mg/cgtna
CGTN阿语,https://arabic-liveali.CGTN.com/hls/LSveq57bErWLinBnxosqjisZ220802LSTefTAS9zc9mpU08y3np9TH220802cd/playlist.m3u8
CGTN阿语,http://113.118.133.195:9999/rtp/239.253.43.200:5146
CGTN阿语,http://114.241.91.20:4022/rtp/239.3.1.219:4220
CGTN阿语,http://120.76.248.139/live/bfgd/4200000308.m3u8
CETV1综合教育,http://43.156.8.127:5050/ysp?id=2022823801&pid=600171827&q=fhd
