🕘️更新时间,#genre#
CCTV7国防军事,https://api.olelive.com/dis/live/CCTV7HD/hls.m3u8$订阅源-1920x1080
CCTV7国防军事,http://b.zgjok.com:35455/itv/1000000005000265007.m3u8?cdn=ystenlive$订阅源-1920x1080
CCTV7国防军事,http://42.238.235.104:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV7国防军事,http://113.101.119.26:8090/hls/119/index.m3u8$订阅源-1920x1080
CCTV8电视剧,https://www.freetv.top/migu/624878356.m3u8?migutoken=6dccb38c956e0bb4edee41c25621f99cedfb18e4ce661f2543a392a7a50d305d1f4764210e01011a2b0cc1d14cf85264aae641856c2e6c7b6414088973a624170f2087daecc28e8944035c7490$白名单
CCTV8电视剧,http://58.17.48.228:808/hls/8/index.m3u8$本地源
CCTV8电视剧,http://231114.xyz:35455/itv/1000000005000265008.m3u8?cdn=ystenlive$本地源
CCTV8电视剧,http://113.140.86.162:8009/hls/8/index.m3u8$订阅源-1920x1080
CCTV8电视剧,http://112.46.85.60:8009/hls/8/index.m3u8$订阅源-1920x1080
CCTV8电视剧,http://110.53.52.63:8888/newlive/live/hls/10/live.m3u8$订阅源-1920x1080
CCTV8电视剧,http://219.135.180.210:18888/hls/8/index.m3u8$订阅源-1920x1080
CCTV8电视剧,http://58.221.214.82:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV8电视剧,https://api.olelive.com/dis/live/CCTV8HD/hls.m3u8$订阅源-1920x1080
CCTV8电视剧,http://b.zgjok.com:35455/itv/1000000005000265008.m3u8?cdn=ystenlive$订阅源-1920x1080
CCTV8电视剧,http://42.238.235.104:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV9纪录,https://www.freetv.top/migu/673168140.m3u8?migutoken=4dad15d020c7e258db98f5904ae6df15132c1dc28aefe8bf5e800f37e3445cd3ee5add3d06aae6d910e4708d9adb89cdb619e3bb7bacb873f79812ef4bb4b34316ee0d6cf8ec9a5fed0a82368f$白名单
CCTV9纪录,http://58.17.48.228:808/hls/9/index.m3u8$本地源
CCTV9纪录,http://231114.xyz:35455/itv/1000000005000265009.m3u8?cdn=ystenlive$本地源
CCTV9纪录,http://113.140.86.162:8009/hls/509/index.m3u8$订阅源-1920x1080
CCTV9纪录,http://112.46.85.60:8009/hls/509/index.m3u8$订阅源-1920x1080
CCTV9纪录,http://110.53.52.63:8888/newlive/live/hls/11/live.m3u8$订阅源-1920x1080
CCTV9纪录,http://219.135.180.210:18888/hls/9/index.m3u8$订阅源-1920x1080
CCTV9纪录,http://58.221.214.82:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV9纪录,https://api.olelive.com/dis/live/CCTV9HD/hls.m3u8$订阅源-1920x1080
CCTV9纪录,http://b.zgjok.com:35455/itv/1000000005000265009.m3u8?cdn=ystenlive$订阅源-1920x1080
CCTV9纪录,http://113.101.119.26:8090/hls/121/index.m3u8$订阅源-1920x1080
CCTV10科教,https://www.freetv.top/migu/624878405.m3u8?migutoken=1a5db77292df44fecb968ef668ab090a7c82238b19114752945a92ba9ec29e57ce0ad92b07b97b3cb4c6dd2adf0e09784884ac82d7325841dd730b589ed13204f702613169b1590d2cebc3a3c9$白名单
CCTV10科教,http://58.17.48.228:808/hls/10/index.m3u8$本地源
CCTV10科教,http://113.140.86.162:8009/hls/506/index.m3u8$订阅源-1920x1080
CCTV10科教,http://110.53.52.63:8888/newlive/live/hls/12/live.m3u8$订阅源-1920x1080
CCTV10科教,http://219.135.180.210:18888/hls/10/index.m3u8$订阅源-1920x1080
CCTV10科教,http://58.221.214.82:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV10科教,https://api.olelive.com/dis/live/CCTV10HD/hls.m3u8$订阅源-1920x1080
CCTV10科教,http://b.zgjok.com:35455/itv/1000000005000265010.m3u8?cdn=ystenlive$订阅源-1920x1080
CCTV10科教,http://113.101.119.26:8090/hls/122/index.m3u8$订阅源-1920x1080
CCTV10科教,http://61.138.128.226:19901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV10科教,http://newtv.fun:35455/gaoma/cctv10.m3u8$订阅源-1920x1080
CCTV11戏曲,https://www.freetv.top/migu/667987558.m3u8?migutoken=4c903e5316196f2e3d586dc059cbb28c4bee023a690e5e366a6178f6c339df906f37cc0cf3efc277fd847991bc5c69f5d53eb0a19222cf25d5a646a7ae998a25cefc549cdf0f8c5a1c2d38fe88$白名单
CCTV11戏曲,http://1.itv.nctv.top:35455/itv/1000000005000265011.m3u8?cdn=ystenlive$本地源
CCTV11戏曲,http://231114.xyz:35455/itv/1000000005000265011.m3u8?cdn=ystenlive$本地源
CCTV11戏曲,http://110.53.52.63:8888/newlive/live/hls/13/live.m3u8$订阅源-1920x1080
CCTV11戏曲,http://219.135.180.210:18888/hls/11/index.m3u8$订阅源-1920x1080
CCTV11戏曲,http://58.221.214.82:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV11戏曲,https://api.olelive.com/dis/live/CCTV11HD/hls.m3u8$订阅源-1920x1080
CCTV11戏曲,http://b.zgjok.com:35455/itv/1000000005000265011.m3u8?cdn=ystenlive$订阅源-1920x1080
CCTV11戏曲,http://113.101.119.26:8090/hls/123/index.m3u8$订阅源-1920x1080
CCTV11戏曲,http://61.138.128.226:19901/tsfile/live/0011_2.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV11戏曲,http://newtv.fun:35455/gaoma/cctv11.m3u8$订阅源-1920x1080
CCTV12社会与法,https://www.freetv.top/migu/673168185.m3u8?migutoken=31f1f7706893174b07ad63d278f68bdbc05d1220b36e0b0e4562d7f178a678551b4a327c4a82e2d31097779e60029fb200d4b109d504cc7e3b1b689ebc69e062a20f41e4bbba0fadcf402d0293$白名单
CCTV12社会与法,http://113.140.86.162:8009/hls/507/index.m3u8$订阅源-1920x1080
CCTV12社会与法,http://112.46.85.60:8009/hls/507/index.m3u8$订阅源-1920x1080
CCTV12社会与法,http://110.53.52.63:8888/newlive/live/hls/14/live.m3u8$订阅源-1920x1080
CCTV12社会与法,http://219.135.180.210:18888/hls/12/index.m3u8$订阅源-1920x1080
CCTV12社会与法,http://58.221.214.82:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV12社会与法,https://api.olelive.com/dis/live/CCTV12HD/hls.m3u8$订阅源-1920x1080
CCTV12社会与法,http://b.zgjok.com:35455/itv/1000000005000265012.m3u8?cdn=ystenlive$订阅源-1920x1080
CCTV12社会与法,http://113.101.119.26:8090/hls/124/index.m3u8$订阅源-1920x1080
CCTV12社会与法,http://61.138.128.226:19901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV12社会与法,http://newtv.fun:35455/gaoma/cctv12.m3u8$订阅源-1920x1080
CCTV13新闻,https://www.freetv.top/migu/608807423.m3u8?migutoken=ac75a7b224f6d682c32c041ab4e0382dbb3ff875e9f9296ab33b8f3b7d44ac493d7bf97160232973e9f25fe71232f5180c8fe73aaee23768741e101519263d172ad60f77351699f0863c60b8ff$白名单
CCTV13新闻,http://110.53.52.63:8888/newlive/live/hls/15/live.m3u8$订阅源-1920x1080
CCTV13新闻,http://219.135.180.210:18888/hls/13/index.m3u8$订阅源-1920x1080
CCTV13新闻,http://111.160.27.70:35793/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV13新闻,http://58.221.214.82:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV13新闻,https://api.olelive.com/dis/live/CCTV13HD/hls.m3u8$订阅源-1920x1080
CCTV13新闻,http://113.101.119.26:8090/hls/125/index.m3u8$订阅源-1920x1080
CCTV13新闻,http://61.138.128.226:19901/tsfile/live/0013_2.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV13新闻,http://newtv.fun:35455/gaoma/cctv13.m3u8$订阅源-1920x1080
CCTV13新闻,http://2000.run:35455/gaoma/cctv13.m3u8$订阅源-1920x1080
CCTV13新闻,http://112.74.115.68:35455/gaoma/cctv13.m3u8$订阅源-1920x1080
CCTV14少儿,https://www.freetv.top/migu/624878440.m3u8?migutoken=eaad08d0bfccf8c4382ff1f2e3c2f769c6d62fb1cda8b24b779b43b56eec4ac7a432e4bef55fc474d155a75d510d7ffeb41877414dd28a33953b642091bb06529b0e6d5af63a21c4c707a84d57$白名单
CCTV14少儿,http://58.17.48.228:808/hls/14/index.m3u8$本地源
CCTV14少儿,http://1.itv.nctv.top:35455/gaoma/cctv14.m3u8$本地源
CCTV14少儿,http://231114.xyz:35455/itv/1000000005000265013.m3u8?cdn=ystenlive$本地源
CCTV14少儿,http://110.53.52.63:8888/newlive/live/hls/16/live.m3u8$订阅源-1920x1080
CCTV14少儿,http://219.135.180.210:18888/hls/14/index.m3u8$订阅源-1920x1080
CCTV14少儿,http://58.221.214.82:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV14少儿,https://api.olelive.com/dis/live/CCTV14HD/hls.m3u8$订阅源-1920x1080
CCTV14少儿,http://b.zgjok.com:35455/itv/1000000005000265013.m3u8?cdn=ystenlive$订阅源-1920x1080
CCTV14少儿,http://113.101.119.26:8090/hls/5/index.m3u8$订阅源-1920x1080
CCTV14少儿,http://61.138.128.226:19901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV15音乐,https://www.freetv.top/migu/673168223.m3u8?migutoken=ee38b8619145f920f3057bfbbc790828a4d51d67a79f52f79c1fa162a2a610b8e7199e0c05adcf877ec32f76cbcdfb12a9ff0cda28e8fcdce6ae41915cffa29d479c4d508f5dbea03e4826d203$白名单
CCTV15音乐,http://dsm.huarunguoji.top:35455/itv/1000000005000265014.m3u8?cdn=ystenlive$本地源
CCTV15音乐,http://2000.run:35455/itv/1000000005000265014.m3u8?cdn=ystenlive$本地源
CCTV15音乐,http://110.53.52.63:8888/newlive/live/hls/17/live.m3u8$订阅源-1920x1080
CCTV15音乐,http://219.135.180.210:18888/hls/15/index.m3u8$订阅源-1920x1080
CCTV15音乐,http://58.221.214.82:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV15音乐,https://api.olelive.com/dis/live/CCTV15HD/hls.m3u8$订阅源-1920x1080
CCTV15音乐,http://b.zgjok.com:35455/itv/1000000005000265014.m3u8?cdn=ystenlive$订阅源-1920x1080
CCTV15音乐,http://113.101.119.26:8090/hls/127/index.m3u8$订阅源-1920x1080
CCTV15音乐,http://61.138.128.226:19901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV15音乐,http://newtv.fun:35455/gaoma/cctv15.m3u8$订阅源-1920x1080
CCTV16奥林匹克,http://ott.eonn.cn:35455/itv/1000000006000233002.m3u8?cdn=ystenlive$本地源
CCTV16奥林匹克,http://231114.xyz:35455/itv/1000000006000233002.m3u8?cdn=ystenlive$本地源
CCTV16奥林匹克,http://219.135.180.210:18888/hls/31/index.m3u8$订阅源-1920x1080
CCTV16奥林匹克,http://58.221.214.82:9901/tsfile/live/0002_2.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV16奥林匹克,http://58.17.48.228:808/hls/25/index.m3u8$订阅源-1920x1080
CCTV16奥林匹克,https://api.olelive.com/dis/live/CCTV16HD/hls.m3u8$订阅源-1920x1080
CCTV16奥林匹克,http://b.zgjok.com:35455/itv/1000000006000233002.m3u8?cdn=ystenlive$订阅源-1920x1080
CCTV16奥林匹克,http://newtv.fun:35455/gaoma/cctv16.m3u8$订阅源-1920x1080
CCTV16奥林匹克,http://2000.run:35455/itv/1000000006000233002.m3u8?cdn=ystenlive$订阅源-1920x1080
CCTV16奥林匹克,http://112.74.115.68:35455/gaoma/cctv16.m3u8$订阅源-1920x1080
CCTV17农业农村,https://www.freetv.top/migu/673168256.m3u8?migutoken=d63fc572ecc0257295e450bf7a5fc93e48375c1f7a6db73b9ee6a5587a776b53b22fcdaf1ecbca5059a2aa2e461e5a3d5381a6b4b8316d7dac6f0d6d701c34dc91e96415f35e46e35467b52736$白名单
CCTV17农业农村,http://231114.xyz:35455/itv/1000000005000265015.m3u8?cdn=ystenlive$本地源
CCTV17农业农村,http://219.135.180.210:18888/hls/24/index.m3u8$订阅源-1920x1080
CCTV17农业农村,http://58.221.214.82:9901/tsfile/live/0003_2.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV17农业农村,https://api.olelive.com/dis/live/CCTV17HD/hls.m3u8$订阅源-1920x1080
CCTV17农业农村,http://b.zgjok.com:35455/itv/1000000005000265015.m3u8?cdn=ystenlive$订阅源-1920x1080
CCTV17农业农村,http://newtv.fun:35455/gaoma/cctv17.m3u8$订阅源-1920x1080
CCTV17农业农村,http://2000.run:35455/itv/1000000005000265015.m3u8?cdn=ystenlive$订阅源-1920x1080
CCTV17农业农村,http://112.74.115.68:35455/gaoma/cctv17.m3u8$订阅源-1920x1080
CCTV17农业农村,http://3501776.xyz:35455/itv/1000000005000265015.m3u8?cdn=ystenlive$订阅源-1920x1080
CCTV17农业农村,http://117.144.58.42:35455/gaoma/cctv17.m3u8$订阅源-1920x1080
CCTV16奥林匹克4K,http://gf.you123.fun:35455/itv/5000000008000023254.m3u8?cdn=bestzb$订阅源-1920x1080

🥬💰央视付费,#genre#
CCTV4欧洲,http://202.168.187.208:9089/tsfile/live/1000_1.m3u8$订阅源-1920x1080
CCTV4欧洲,http://113.140.86.162:8009/hls/4/index.m3u8$订阅源-1920x1080
CCTV4欧洲,http://112.46.85.60:8009/hls/4/index.m3u8$订阅源-1920x1080
CCTV4欧洲,http://110.53.52.63:8888/newlive/live/hls/5/live.m3u8$订阅源-1920x1080
CCTV4欧洲,http://219.135.180.210:18888/hls/4/index.m3u8$订阅源-1920x1080
CCTV4欧洲,http://58.221.214.82:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV4欧洲,https://api.olelive.com/dis/live/CCTV4HD/hls.m3u8$订阅源-1920x1080
CCTV4欧洲,http://b.zgjok.com:35455/itv/1000000005000265004.m3u8?cdn=ystenlive$订阅源-1920x1080
CCTV4欧洲,http://42.238.235.104:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
CCTV4欧洲,http://113.101.119.26:8090/hls/116/index.m3u8$订阅源-1920x1080
CCTV4K,http://117.144.58.42:35455/gaoma/cctv4k.m3u8$订阅源-1920x1080
CCTV4K,http://iptv.0564.org:35455/gaoma/cctv4k.m3u8$订阅源-1920x1080
CCTV4K,http://home.wwang.pw:35455/gaoma/cctv4k.m3u8$订阅源
CCTV8K,http://home.wwang.pw:35455/gaoma/cctv8k_36m.m3u8$订阅源
CCTV风云足球,http://111.61.236.247:9081/hls/58/index.m3u8$本地源
CCTV风云足球,http://120.238.94.10:9901/tsfile/live/1087_1.m3u8$订阅源
CCTV风云足球,http://183.11.239.36:808/hls/133/index.m3u8$订阅源
CCTV央视台球,http://183.11.239.36:808/hls/73/index.m3u8$订阅源
CCTV第一剧场,http://jf.jxx2023.work:40446/tsfile/live/1049_1.m3u8$订阅源-1920x1080
CCTV风云剧场,http://jf.jxx2023.work:40446/tsfile/live/1150_1.m3u8$订阅源-1920x1080
CCTV怀旧剧场,http://111.61.236.247:9081/hls/67/index.m3u8$本地源
CCTV怀旧剧场,http://jf.jxx2023.work:40446/tsfile/live/1149_1.m3u8$订阅源
CCTV老故事,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=lgs$订阅源-1280x720
CCTV世界地理,http://111.61.236.247:9081/hls/62/index.m3u8#$本地源
CCTV世界地理,http://183.11.239.36:808/hls/11/index.m3u8$订阅源
CCTV中学生,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=zxs$订阅源-1280x720
CCTV发现之旅,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=fxzl$本地源-1280x720
中国天气,http://gf.you123.fun:35455/itv/500000000500003197m3u8?cdn=bestzb$订阅源-1920x1080
CGTN,http://139.129.231.228:50060/rtp/239.21.2.30:5002$山东电信组播源
CGTN英语,https://english-livetx.cgtn.com/hls/yypdjlctzb_hd.m3u8$本地源-1280x720
CGTN纪录,http://139.129.231.228:50060/rtp/239.21.2.31:5002$山东电信组播源
CGTN俄语,http://139.129.231.228:50060/rtp/239.21.2.35:5002$山东电信组播源
CGTN法语,http://139.129.231.228:50060/rtp/239.21.2.33:5002$山东电信组播源

🥬📡卫视频道,#genre#
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=8ee59707fee3ef96c922e680-167055218938751&wsIPSercert=d24f6d7c9d3646d9533d492d5209384b&wsMonitor=0$本地源-720x576
广东卫视,http://116.77.32.59:8277/streams/d/gdws/playlist.m3u8$本地源-1280x720
广东卫视,http://b.zgjok.com:35455/itv/1000000005000265034.m3u8?cdn=ystenlive$本地源
广东卫视,http://4330413.xyz:35455/itv/1000000005000265034.m3u8?cdn=ystenlive$本地源
广东卫视,http://110.53.52.63:8888/newlive/live/hls/20/live.m3u8$订阅源-1920x1080
